title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
Restaurant arabesque,4.6,606,,Kafr Yasif,,IL,http://www.2eat.co.il/arabesque/,+972 4-956-6445,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20arabesque&query_place_id=ChIJr7OiYm_MHRURDlRWgDae2PY
Mendi's Tzfat,4.4,2260,"Jerusalem St 33, קומה 2",Safed,,IL,https://mendis.co.il/,+972 77-410-8002,Family restaurant,https://www.google.com/maps/search/?api=1&query=Mendi's%20Tzfat&query_place_id=ChIJI0yVwpMjHBURzCAuL2q8bjE
Thai Underground,4.1,1584,Hagana St 1,Pardes Hanna-Karkur,,IL,http://thai-underground.co.il/,+972 51-202-0590,Thai restaurant,https://www.google.com/maps/search/?api=1&query=Thai%20Underground&query_place_id=ChIJkT78v08OHRUR2C0ir0S4X3Q
Machneyuda,4.4,5278,Beit Ya'akov St 10,Jerusalem,,IL,http://www.machneyuda.co.il/,+972 2-533-3442,Restaurant,https://www.google.com/maps/search/?api=1&query=Machneyuda&query_place_id=ChIJ9ZPR6yjWAhURXAEV2XEL8yw
Dewan al-Saraya Old City Abu Ashraf Restaurant,4.4,306,6134 St 2,Nazareth,,IL,https://israelbusinessguide.com/catalog/nazaret/dewan_al-saraya_old_city_abu_ashraf_restaurant/,,Restaurant,https://www.google.com/maps/search/?api=1&query=Dewan%20al-Saraya%20Old%20City%20Abu%20Ashraf%20Restaurant&query_place_id=ChIJ24wpnStMHBURIYtS2R7ZtY0
Cafe Monitin,4.2,1558,Jerusalem St 70,Safed,,IL,http://cafemonitin.com/,+972 4-824-3638,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Cafe%20Monitin&query_place_id=ChIJG4MUTpEjHBURVOloc2-1GfA
Sultan Restaurant,4.2,955,Ha-Mavreg St 1,Poria Illit,,IL,https://alsultan.rest/,+972 4-673-3488,Restaurant,https://www.google.com/maps/search/?api=1&query=Sultan%20Restaurant&query_place_id=ChIJHeB4xCI_HBURW7fojas37aI
Queen Lu,3.8,282,Brener St 6,Ra'anana,,IL,https://queenlu.co.il/,+972 9-979-0009,Asian restaurant,https://www.google.com/maps/search/?api=1&query=Queen%20Lu&query_place_id=ChIJgzBsQ9M5HRUR23BXXHUP8Tg
My Place,4.5,210,רחוב ביר באקה תד 3375,Baqa al-Gharbiyye,,IL,https://israelbusinessguide.com/catalog/baqa_al-gharbiyye/my_place__/,+972 4-601-6012,Barbecue restaurant,https://www.google.com/maps/search/?api=1&query=My%20Place&query_place_id=ChIJ_UuLcg0QHRURZXldPGxWHI8
Dave’s,4.8,87,Beit Eshel St 101,Yeruham,,IL,https://daves.orderss.co.il/,+972 50-556-5040,Restaurant,https://www.google.com/maps/search/?api=1&query=Dave%E2%80%99s&query_place_id=ChIJJ57dhIE_AhURh4saQ_bGwoA
Asado Restaurant,4.6,444,300 6,Yafa an-Naseriyye,,IL,https://www.instagram.com/asado_resturant/profilecard/?igsh=MXh2bjJ5d2s2a21tNw==,+972 4-911-9353,Chophouse restaurant,https://www.google.com/maps/search/?api=1&query=Asado%20Restaurant&query_place_id=ChIJpQQVniRNHBURHBW_nVcag_k
Habokrim Restaurant,4.4,2960,,Merom Golan,,IL,https://www.meromgolantourism.co.il/restaurants?_ga=2.114443587.558990156.1524298165-466284567.1516005125,+972 4-696-0206,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Habokrim%20Restaurant&query_place_id=ChIJka8l7tavHhUR-kPMLEEB4fg
Decks Restaurant,3.9,2403,Gdud Barak St 13,Tiberias,,IL,http://www.decks.co.il/site/lidogalilee/home/decks,+972 4-671-0800,Restaurant,https://www.google.com/maps/search/?api=1&query=Decks%20Restaurant&query_place_id=ChIJj8AA_Uc-HBUREDu9cnAVvXk
Tanureen,4.2,3426,90,Migdal,,IL,http://tanureen.co.il/,+972 53-809-6629,Mediterranean restaurant,https://www.google.com/maps/search/?api=1&query=Tanureen&query_place_id=ChIJx7ssKoM-HBURYwA3ddiyR1U
בפטיו של דבו,4.7,171,,Tlalim,,IL,https://bliss-media.co.il/uri/,+972 54-434-1281,Chophouse restaurant,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%A4%D7%98%D7%99%D7%95%20%D7%A9%D7%9C%20%D7%93%D7%91%D7%95&query_place_id=ChIJARKUDBYRAhURMVn56lx32lE
Sangria Restaurant Tapas,4.5,876,HaBankim St 5,Haifa,,IL,http://www.sangria-restaurant-tapas.com/,+972 77-330-1067,Spanish restaurant,https://www.google.com/maps/search/?api=1&query=Sangria%20Restaurant%20Tapas&query_place_id=ChIJE46UipW7HRURcwsBHZR81gc
Magdalena restaurant,4.5,3077,"מתחם הגליל, כביש 90",Migdal,,IL,https://www.magdalena.co.il/,+972 4-673-0064,Restaurant,https://www.google.com/maps/search/?api=1&query=Magdalena%20restaurant&query_place_id=ChIJyTRLkII-HBUR4PPpqzoQmgs
מסעדת 1910,4.7,3928,חצר HaRishonim,Degania Alef,,IL,http://www.1910.co.il/,+972 4-660-8565,Italian restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%201910&query_place_id=ChIJVdYHLJhqHBURvFIIdGf9I_k
מול הים בר מסעדה - Mul Hayam Restaurant & Bar‎,4.5,2192,קניון עין התכלת - ים המלח ים המלח,,,IL,https://www.rest.co.il/rest/80329688/,+972 52-326-4933,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%95%D7%9C%20%D7%94%D7%99%D7%9D%20%D7%91%D7%A8%20%D7%9E%D7%A1%D7%A2%D7%93%D7%94%20-%20Mul%20Hayam%20Restaurant%20%26%20Bar%E2%80%8E&query_place_id=ChIJi3DUhKCpAxURivegGCZ2Nas
Hermitage restaurant,4.2,1516,Yigal Alon Promenade,Tiberias,,IL,https://www.hermitage-restaurant.co.il/,+972 77-822-4200,Restaurant,https://www.google.com/maps/search/?api=1&query=Hermitage%20restaurant&query_place_id=ChIJUTy2_kk-HBURwYxxFaqWEt8
Tower Restaurant,4.3,1393,תחנת דלק דור אלון,Alumot,,IL,https://restaurantguru.com/Tower-Restaurant-Alumot,+972 4-675-0427,Middle Eastern restaurant,https://www.google.com/maps/search/?api=1&query=Tower%20Restaurant&query_place_id=ChIJ69YMWzZAHBUROO1AOYxdwDc
Opera Yemenite Restaurant,4.4,779,HaNassi St 61,Hadera,,IL,http://www.operarest.co.il/,+972 4-632-2352,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Opera%20Yemenite%20Restaurant&query_place_id=ChIJxWVopUYSHRURKYzEPR7Vjow
כנענייה - Knaaniya,4.6,909,midreshet ben gurion,midreshet ben gurion (sde boker),,IL,https://www.facebook.com/knaaniya/,+972 58-727-4965,Coffee shop,https://www.google.com/maps/search/?api=1&query=%D7%9B%D7%A0%D7%A2%D7%A0%D7%99%D7%99%D7%94%20-%20Knaaniya&query_place_id=ChIJDe9dRWYZAhUR9meXXe133W4
Wood Grill Restaurant מסעדת גריל עץ,4.3,348,Road 8900,Safed,,IL,https://www.ranchhouse.co.il/%D7%A8%D7%90%D7%A0%D7%A5-%D7%94%D7%90%D7%95%D7%A1-%D7%9E%D7%A6%D7%A4%D7%94-%D7%94%D7%99%D7%9E%D7%99%D7%9D,+972 4-699-4523,Restaurant,https://www.google.com/maps/search/?api=1&query=Wood%20Grill%20Restaurant%20%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%92%D7%A8%D7%99%D7%9C%20%D7%A2%D7%A5&query_place_id=ChIJTW1SAlwjHBURhKb5U7pPHbo
Little Tiberias,4.2,1245,HaKishon St 1,Tiberias,,IL,https://littletiberias.co.il/,+972 4-679-2806,Restaurant,https://www.google.com/maps/search/?api=1&query=Little%20Tiberias&query_place_id=ChIJD7sY2Es-HBUR18Skfsq-wP8
